route_id,stop_name,year,delay_duration
Green-B,Arlington,2021,596680.0
Green-B,Arlington,2022,1768648.0
Green-B,Arlington,2023,2179868.0
Green-B,Babcock Street,2021,4814.0
Green-B,Babcock Street,2022,110020.0
Green-B,Babcock Street,2023,368603.0
Green-B,Back of the Hill,2022,33647.0
Green-B,Back of the Hill,2023,18620.0
Green-B,Ball Square,2022,6586.0
Green-B,Ball Square,2023,272441.0
Green-B,Beaconsfield,2021,1858.0
Green-B,Beaconsfield,2022,36707.0
Green-B,Beaconsfield,2023,167329.0
Green-B,Blandford Street,2020,26123.0
Green-B,Blandford Street,2021,106491.0
Green-B,Blandford Street,2022,127781.0
Green-B,Blandford Street,2023,275490.0
Green-B,Boston College,2020,20722.0
Green-B,Boston College,2021,23048.0
Green-B,Boston College,2022,94573.0
Green-B,Boston College,2023,176007.0
Green-B,Boston University Central,2020,26123.0
Green-B,Boston University Central,2021,106491.0
Green-B,Boston University Central,2022,70405.0
Green-B,Boston University Central,2023,279780.0
Green-B,Boston University East,2020,26123.0
Green-B,Boston University East,2021,106491.0
Green-B,Boston University East,2022,70405.0
Green-B,Boston University East,2023,279780.0
Green-B,Boylston,2020,609152.0
Green-B,Boylston,2021,596680.0
Green-B,Boylston,2022,1750772.0
Green-B,Boylston,2023,2174776.0
Green-B,Brandon Hall,2021,0.0
Green-B,Brandon Hall,2022,66025.0
Green-B,Brandon Hall,2023,130569.0
Green-B,Brigham Circle,2022,28295.0
Green-B,Brigham Circle,2023,18620.0
Green-B,Brookline Hills,2021,1858.0
Green-B,Brookline Hills,2022,36707.0
Green-B,Brookline Hills,2023,169296.0
Green-B,Brookline Village,2021,1858.0
Green-B,Brookline Village,2022,36707.0
Green-B,Brookline Village,2023,169296.0
Green-B,Chestnut Hill,2022,26866.0
Green-B,Chestnut Hill,2023,125579.0
Green-B,Chestnut Hill Avenue,2020,54828.0
Green-B,Chestnut Hill Avenue,2021,29892.0
Green-B,Chestnut Hill Avenue,2022,194049.0
Green-B,Chestnut Hill Avenue,2023,337570.0
Green-B,Chiswick Road,2020,54828.0
Green-B,Chiswick Road,2021,29892.0
Green-B,Chiswick Road,2022,185878.0
Green-B,Chiswick Road,2023,337570.0
Green-B,Cleveland Circle,2021,0.0
Green-B,Cleveland Circle,2022,33399.0
Green-B,Cleveland Circle,2023,63003.0
Green-B,Coolidge Corner,2021,0.0
Green-B,Coolidge Corner,2022,66025.0
Green-B,Coolidge Corner,2023,174286.0
Green-B,Copley,2020,584896.0
Green-B,Copley,2021,603268.0
Green-B,Copley,2022,1786964.0
Green-B,Copley,2023,2134008.0
Green-B,Dean Road,2021,0.0
Green-B,Dean Road,2022,71377.0
Green-B,Dean Road,2023,130569.0
Green-B,East Somerville,2022,6586.0
Green-B,East Somerville,2023,268556.0
Green-B,Eliot,2022,13401.0
Green-B,Eliot,2023,125579.0
Green-B,Englewood Avenue,2021,0.0
Green-B,Englewood Avenue,2022,71377.0
Green-B,Englewood Avenue,2023,130569.0
Green-B,Fairbanks Street,2021,0.0
Green-B,Fairbanks Street,2022,71377.0
Green-B,Fairbanks Street,2023,130569.0
Green-B,Fenway,2021,1858.0
Green-B,Fenway,2022,36707.0
Green-B,Fenway,2023,169296.0
Green-B,Fenwood Road,2022,33647.0
Green-B,Fenwood Road,2023,18620.0
Green-B,Gilman Square,2022,6586.0
Green-B,Gilman Square,2023,268556.0
Green-B,Government Center,2020,508618.0
Green-B,Government Center,2021,509608.0
Green-B,Government Center,2022,1254692.0
Green-B,Government Center,2023,1869296.0
Green-B,Griggs Street,2020,52589.0
Green-B,Griggs Street,2021,139441.0
Green-B,Griggs Street,2022,130633.0
Green-B,Griggs Street,2023,331333.0
Green-B,Harvard Avenue,2020,52589.0
Green-B,Harvard Avenue,2021,139441.0
Green-B,Harvard Avenue,2022,133629.0
Green-B,Harvard Avenue,2023,331333.0
Green-B,Hawes Street,2021,0.0
Green-B,Hawes Street,2022,66025.0
Green-B,Hawes Street,2023,164624.0
Green-B,Haymarket,2020,157284.0
Green-B,Haymarket,2021,365010.0
Green-B,Haymarket,2022,540238.0
Green-B,Haymarket,2023,778016.0
Green-B,Heath Street,2022,18682.0
Green-B,Heath Street,2023,10916.0
Green-B,Hynes Convention Center,2020,229374.0
Green-B,Hynes Convention Center,2021,452451.0
Green-B,Hynes Convention Center,2022,1285197.0
Green-B,Hynes Convention Center,2023,1525704.0
Green-B,Kenmore,2020,213856.0
Green-B,Kenmore,2021,423795.0
Green-B,Kenmore,2022,1030077.0
Green-B,Kenmore,2023,1514111.0
Green-B,Kent Street,2021,0.0
Green-B,Kent Street,2022,66025.0
Green-B,Kent Street,2023,174286.0
Green-B,Lechmere,2022,425346.0
Green-B,Lechmere,2023,570488.0
Green-B,Longwood,2021,1858.0
Green-B,Longwood,2022,36707.0
Green-B,Longwood,2023,169296.0
Green-B,Longwood Medical Area,2022,28295.0
Green-B,Longwood Medical Area,2023,18620.0
Green-B,Magoun Square,2022,6586.0
Green-B,Magoun Square,2023,270523.0
Green-B,Medford/Tufts,2022,3293.0
Green-B,Medford/Tufts,2023,134278.0
Green-B,Mission Park,2022,33647.0
Green-B,Mission Park,2023,18620.0
Green-B,Museum of Fine Arts,2022,28295.0
Green-B,Museum of Fine Arts,2023,18620.0
Green-B,Newton Centre,2022,23149.0
Green-B,Newton Centre,2023,125579.0
Green-B,Newton Highlands,2022,28501.0
Green-B,Newton Highlands,2023,125579.0
Green-B,North Station,2020,157284.0
Green-B,North Station,2021,365010.0
Green-B,North Station,2022,608238.0
Green-B,North Station,2023,873456.0
Green-B,Northeastern University,2022,28295.0
Green-B,Northeastern University,2023,18620.0
Green-B,Packard's Corner,2020,50446.0
Green-B,Packard's Corner,2021,141282.0
Green-B,Packard's Corner,2022,127288.0
Green-B,Packard's Corner,2023,332984.0
Green-B,Park Street,2020,615013.0
Green-B,Park Street,2021,581053.0
Green-B,Park Street,2022,1751641.0
Green-B,Park Street,2023,2174450.0
Green-B,Prudential,2020,11641.0
Green-B,Prudential,2021,74622.0
Green-B,Prudential,2022,78384.0
Green-B,Prudential,2023,119152.0
Green-B,Reservoir,2021,1858.0
Green-B,Reservoir,2022,36707.0
Green-B,Reservoir,2023,125579.0
Green-B,Riverside,2022,4411.0
Green-B,Riverside,2023,63360.0
Green-B,Riverway,2022,33647.0
Green-B,Riverway,2023,18620.0
Green-B,Saint Mary's Street,2021,0.0
Green-B,Saint Mary's Street,2022,123401.0
Green-B,Saint Mary's Street,2023,164624.0
Green-B,Saint Paul Street,2021,0.0
Green-B,Saint Paul Street,2022,66025.0
Green-B,Saint Paul Street,2023,174286.0
Green-B,Science Park/West End,2020,71958.0
Green-B,Science Park/West End,2022,421290.0
Green-B,Science Park/West End,2023,543716.0
Green-B,South Street,2020,54828.0
Green-B,South Street,2021,29892.0
Green-B,South Street,2022,185878.0
Green-B,South Street,2023,337570.0
Green-B,Summit Avenue,2021,0.0
Green-B,Summit Avenue,2022,66025.0
Green-B,Summit Avenue,2023,130569.0
Green-B,Sutherland Road,2020,54828.0
Green-B,Sutherland Road,2021,29892.0
Green-B,Sutherland Road,2022,185878.0
Green-B,Sutherland Road,2023,337570.0
Green-B,Symphony,2020,11641.0
Green-B,Symphony,2021,74622.0
Green-B,Symphony,2022,78384.0
Green-B,Symphony,2023,74598.0
Green-B,Tappan Street,2021,0.0
Green-B,Tappan Street,2022,71377.0
Green-B,Tappan Street,2023,130569.0
Green-B,Union Square,2022,113536.0
Green-B,Union Square,2023,116943.0
Green-B,Waban,2022,13401.0
Green-B,Waban,2023,125579.0
Green-B,Warren Street,2020,50717.0
Green-B,Warren Street,2021,137794.0
Green-B,Warren Street,2022,116897.0
Green-B,Warren Street,2023,331333.0
Green-B,Washington Square,2021,0.0
Green-B,Washington Square,2022,71377.0
Green-B,Washington Square,2023,130569.0
Green-B,Washington Street,2020,56309.0
Green-B,Washington Street,2021,131444.0
Green-B,Washington Street,2022,190876.0
Green-B,Washington Street,2023,339309.0
Green-B,Woodland,2022,13401.0
Green-B,Woodland,2023,125579.0
Green-C,Allston Street,2022,8822.0
Green-C,Allston Street,2023,117233.0
Green-C,Amory Street,2022,7187.0
Green-C,Amory Street,2023,149321.0
Green-C,Arlington,2020,600636.0
Green-C,Arlington,2021,596680.0
Green-C,Arlington,2022,1735184.0
Green-C,Arlington,2023,2163532.0
Green-C,Babcock Street,2022,7187.0
Green-C,Babcock Street,2023,158983.0
Green-C,Back of the Hill,2022,33647.0
Green-C,Back of the Hill,2023,18620.0
Green-C,Ball Square,2022,6586.0
Green-C,Ball Square,2023,272441.0
Green-C,Beaconsfield,2021,1858.0
Green-C,Beaconsfield,2022,36707.0
Green-C,Beaconsfield,2023,167329.0
Green-C,Blandford Street,2022,64563.0
Green-C,Blandford Street,2023,151288.0
Green-C,Boston College,2022,4411.0
Green-C,Boston College,2023,56335.0
Green-C,Boston University Central,2022,7187.0
Green-C,Boston University Central,2023,151288.0
Green-C,Boston University East,2022,7187.0
Green-C,Boston University East,2023,151288.0
Green-C,Boylston,2020,600636.0
Green-C,Boylston,2021,596680.0
Green-C,Boylston,2022,1717308.0
Green-C,Boylston,2023,2158440.0
Green-C,Brandon Hall,2020,46580.0
Green-C,Brandon Hall,2021,8586.0
Green-C,Brandon Hall,2022,156154.0
Green-C,Brandon Hall,2023,253204.0
Green-C,Brigham Circle,2022,28295.0
Green-C,Brigham Circle,2023,18620.0
Green-C,Brookline Hills,2021,1858.0
Green-C,Brookline Hills,2022,36707.0
Green-C,Brookline Hills,2023,169296.0
Green-C,Brookline Village,2021,1858.0
Green-C,Brookline Village,2022,36707.0
Green-C,Brookline Village,2023,169296.0
Green-C,Chestnut Hill,2022,26866.0
Green-C,Chestnut Hill,2023,125579.0
Green-C,Chestnut Hill Avenue,2022,8822.0
Green-C,Chestnut Hill Avenue,2023,117233.0
Green-C,Chiswick Road,2022,8822.0
Green-C,Chiswick Road,2023,117233.0
Green-C,Cleveland Circle,2020,22134.0
Green-C,Cleveland Circle,2021,3700.0
Green-C,Cleveland Circle,2022,73454.0
Green-C,Cleveland Circle,2023,119771.0
Green-C,Coolidge Corner,2020,54054.0
Green-C,Coolidge Corner,2021,9198.0
Green-C,Coolidge Corner,2022,136084.0
Green-C,Coolidge Corner,2023,296921.0
Green-C,Copley,2020,576380.0
Green-C,Copley,2021,596680.0
Green-C,Copley,2022,1753500.0
Green-C,Copley,2023,2117672.0
Green-C,Dean Road,2020,46580.0
Green-C,Dean Road,2021,8586.0
Green-C,Dean Road,2022,157905.0
Green-C,Dean Road,2023,245110.0
Green-C,East Somerville,2022,6586.0
Green-C,East Somerville,2023,268556.0
Green-C,Eliot,2022,13401.0
Green-C,Eliot,2023,125579.0
Green-C,Englewood Avenue,2020,46580.0
Green-C,Englewood Avenue,2021,8586.0
Green-C,Englewood Avenue,2022,157144.0
Green-C,Englewood Avenue,2023,245110.0
Green-C,Fairbanks Street,2020,46580.0
Green-C,Fairbanks Street,2021,8586.0
Green-C,Fairbanks Street,2022,161506.0
Green-C,Fairbanks Street,2023,253204.0
Green-C,Fenway,2021,1858.0
Green-C,Fenway,2022,36707.0
Green-C,Fenway,2023,169296.0
Green-C,Fenwood Road,2022,33647.0
Green-C,Fenwood Road,2023,18620.0
Green-C,Gilman Square,2022,6586.0
Green-C,Gilman Square,2023,268556.0
Green-C,Government Center,2020,508618.0
Green-C,Government Center,2021,509608.0
Green-C,Government Center,2022,1188296.0
Green-C,Government Center,2023,1857044.0
Green-C,Griggs Street,2022,8822.0
Green-C,Griggs Street,2023,117233.0
Green-C,Harvard Avenue,2022,12539.0
Green-C,Harvard Avenue,2023,117233.0
Green-C,Hawes Street,2020,32448.0
Green-C,Hawes Street,2021,4783.0
Green-C,Hawes Street,2022,128336.0
Green-C,Hawes Street,2023,261789.0
Green-C,Haymarket,2020,157284.0
Green-C,Haymarket,2021,365010.0
Green-C,Haymarket,2022,540238.0
Green-C,Haymarket,2023,778016.0
Green-C,Heath Street,2022,18682.0
Green-C,Heath Street,2023,10916.0
Green-C,Hynes Convention Center,2020,222987.0
Green-C,Hynes Convention Center,2021,447510.0
Green-C,Hynes Convention Center,2022,1262967.0
Green-C,Hynes Convention Center,2023,1513452.0
Green-C,Kenmore,2020,217080.0
Green-C,Kenmore,2021,420822.0
Green-C,Kenmore,2022,1115366.0
Green-C,Kenmore,2023,1493970.0
Green-C,Kent Street,2020,32448.0
Green-C,Kent Street,2021,4783.0
Green-C,Kent Street,2022,128336.0
Green-C,Kent Street,2023,271451.0
Green-C,Lechmere,2022,425346.0
Green-C,Lechmere,2023,570488.0
Green-C,Longwood,2021,1858.0
Green-C,Longwood,2022,36707.0
Green-C,Longwood,2023,169296.0
Green-C,Longwood Medical Area,2022,28295.0
Green-C,Longwood Medical Area,2023,18620.0
Green-C,Magoun Square,2022,6586.0
Green-C,Magoun Square,2023,270523.0
Green-C,Medford/Tufts,2022,3293.0
Green-C,Medford/Tufts,2023,134278.0
Green-C,Mission Park,2022,33647.0
Green-C,Mission Park,2023,18620.0
Green-C,Museum of Fine Arts,2022,28295.0
Green-C,Museum of Fine Arts,2023,18620.0
Green-C,Newton Centre,2022,23149.0
Green-C,Newton Centre,2023,125579.0
Green-C,Newton Highlands,2022,28501.0
Green-C,Newton Highlands,2023,125579.0
Green-C,North Station,2020,157284.0
Green-C,North Station,2021,365010.0
Green-C,North Station,2022,608238.0
Green-C,North Station,2023,873456.0
Green-C,Northeastern University,2022,28295.0
Green-C,Northeastern University,2023,18620.0
Green-C,Packard's Corner,2022,7187.0
Green-C,Packard's Corner,2023,117233.0
Green-C,Park Street,2020,612884.0
Green-C,Park Street,2021,581053.0
Green-C,Park Street,2022,1725290.0
Green-C,Park Street,2023,2164240.0
Green-C,Prudential,2020,11641.0
Green-C,Prudential,2021,74622.0
Green-C,Prudential,2022,78384.0
Green-C,Prudential,2023,119152.0
Green-C,Reservoir,2021,1858.0
Green-C,Reservoir,2022,36707.0
Green-C,Reservoir,2023,125579.0
Green-C,Riverside,2022,4411.0
Green-C,Riverside,2023,63360.0
Green-C,Riverway,2022,33647.0
Green-C,Riverway,2023,18620.0
Green-C,Saint Mary's Street,2020,32448.0
Green-C,Saint Mary's Street,2021,4783.0
Green-C,Saint Mary's Street,2022,185712.0
Green-C,Saint Mary's Street,2023,261789.0
Green-C,Saint Paul Street,2020,32448.0
Green-C,Saint Paul Street,2021,4783.0
Green-C,Saint Paul Street,2022,128336.0
Green-C,Saint Paul Street,2023,271451.0
Green-C,Science Park/West End,2020,71958.0
Green-C,Science Park/West End,2022,421290.0
Green-C,Science Park/West End,2023,543716.0
Green-C,South Street,2022,8822.0
Green-C,South Street,2023,117233.0
Green-C,Summit Avenue,2020,46580.0
Green-C,Summit Avenue,2021,8586.0
Green-C,Summit Avenue,2022,156154.0
Green-C,Summit Avenue,2023,253204.0
Green-C,Sutherland Road,2022,8822.0
Green-C,Sutherland Road,2023,117233.0
Green-C,Symphony,2020,11641.0
Green-C,Symphony,2021,74622.0
Green-C,Symphony,2022,78384.0
Green-C,Symphony,2023,74598.0
Green-C,Tappan Street,2020,46580.0
Green-C,Tappan Street,2021,8586.0
Green-C,Tappan Street,2022,160550.0
Green-C,Tappan Street,2023,245110.0
Green-C,Union Square,2022,113536.0
Green-C,Union Square,2023,116943.0
Green-C,Waban,2022,13401.0
Green-C,Waban,2023,125579.0
Green-C,Warren Street,2022,8822.0
Green-C,Warren Street,2023,117233.0
Green-C,Washington Square,2020,46580.0
Green-C,Washington Square,2021,8586.0
Green-C,Washington Square,2022,161506.0
Green-C,Washington Square,2023,250960.0
Green-C,Washington Street,2022,8822.0
Green-C,Washington Street,2023,117233.0
Green-C,Woodland,2022,13401.0
Green-C,Woodland,2023,125579.0
Green-D,Allston Street,2022,8822.0
Green-D,Allston Street,2023,117233.0
Green-D,Amory Street,2022,7187.0
Green-D,Amory Street,2023,149321.0
Green-D,Arlington,2020,600636.0
Green-D,Arlington,2021,596680.0
Green-D,Arlington,2022,1760536.0
Green-D,Arlington,2023,2162416.0
Green-D,Babcock Street,2022,7187.0
Green-D,Babcock Street,2023,158983.0
Green-D,Back of the Hill,2022,33647.0
Green-D,Back of the Hill,2023,18620.0
Green-D,Ball Square,2022,6586.0
Green-D,Ball Square,2023,277455.0
Green-D,Beaconsfield,2020,185351.0
Green-D,Beaconsfield,2021,95256.0
Green-D,Beaconsfield,2022,140010.0
Green-D,Beaconsfield,2023,239348.0
Green-D,Blandford Street,2022,64563.0
Green-D,Blandford Street,2023,151288.0
Green-D,Boston College,2022,4411.0
Green-D,Boston College,2023,56335.0
Green-D,Boston University Central,2022,7187.0
Green-D,Boston University Central,2023,151288.0
Green-D,Boston University East,2022,7187.0
Green-D,Boston University East,2023,151288.0
Green-D,Boylston,2020,600636.0
Green-D,Boylston,2021,596680.0
Green-D,Boylston,2022,1742660.0
Green-D,Boylston,2023,2157324.0
Green-D,Brandon Hall,2021,0.0
Green-D,Brandon Hall,2022,66025.0
Green-D,Brandon Hall,2023,130569.0
Green-D,Brigham Circle,2022,28295.0
Green-D,Brigham Circle,2023,18620.0
Green-D,Brookline Hills,2020,185351.0
Green-D,Brookline Hills,2021,5541.0
Green-D,Brookline Hills,2022,140010.0
Green-D,Brookline Hills,2023,241315.0
Green-D,Brookline Village,2020,182533.0
Green-D,Brookline Village,2021,93880.0
Green-D,Brookline Village,2022,140010.0
Green-D,Brookline Village,2023,241315.0
Green-D,Chestnut Hill,2020,235745.0
Green-D,Chestnut Hill,2021,139299.0
Green-D,Chestnut Hill,2022,181802.0
Green-D,Chestnut Hill,2023,206097.0
Green-D,Chestnut Hill Avenue,2022,8822.0
Green-D,Chestnut Hill Avenue,2023,117233.0
Green-D,Chiswick Road,2022,8822.0
Green-D,Chiswick Road,2023,117233.0
Green-D,Cleveland Circle,2021,0.0
Green-D,Cleveland Circle,2022,33399.0
Green-D,Cleveland Circle,2023,63003.0
Green-D,Coolidge Corner,2021,0.0
Green-D,Coolidge Corner,2022,66025.0
Green-D,Coolidge Corner,2023,174286.0
Green-D,Copley,2020,576380.0
Green-D,Copley,2021,596680.0
Green-D,Copley,2022,1778852.0
Green-D,Copley,2023,2116556.0
Green-D,Dean Road,2021,0.0
Green-D,Dean Road,2022,71377.0
Green-D,Dean Road,2023,130569.0
Green-D,East Somerville,2022,6586.0
Green-D,East Somerville,2023,273570.0
Green-D,Eliot,2020,259511.0
Green-D,Eliot,2021,139299.0
Green-D,Eliot,2022,170208.0
Green-D,Eliot,2023,206097.0
Green-D,Englewood Avenue,2021,0.0
Green-D,Englewood Avenue,2022,71377.0
Green-D,Englewood Avenue,2023,130569.0
Green-D,Fairbanks Street,2021,0.0
Green-D,Fairbanks Street,2022,71377.0
Green-D,Fairbanks Street,2023,130569.0
Green-D,Fenway,2020,182533.0
Green-D,Fenway,2021,82903.0
Green-D,Fenway,2022,140010.0
Green-D,Fenway,2023,234893.0
Green-D,Fenwood Road,2022,33647.0
Green-D,Fenwood Road,2023,18620.0
Green-D,Gilman Square,2022,6586.0
Green-D,Gilman Square,2023,273570.0
Green-D,Government Center,2020,508618.0
Green-D,Government Center,2021,509608.0
Green-D,Government Center,2022,1188296.0
Green-D,Government Center,2023,1852530.0
Green-D,Griggs Street,2022,8822.0
Green-D,Griggs Street,2023,117233.0
Green-D,Harvard Avenue,2022,12539.0
Green-D,Harvard Avenue,2023,117233.0
Green-D,Hawes Street,2021,0.0
Green-D,Hawes Street,2022,66025.0
Green-D,Hawes Street,2023,164624.0
Green-D,Haymarket,2020,157284.0
Green-D,Haymarket,2021,365010.0
Green-D,Haymarket,2022,540238.0
Green-D,Haymarket,2023,778016.0
Green-D,Heath Street,2022,18682.0
Green-D,Heath Street,2023,10916.0
Green-D,Hynes Convention Center,2020,222987.0
Green-D,Hynes Convention Center,2021,447510.0
Green-D,Hynes Convention Center,2022,1253547.0
Green-D,Hynes Convention Center,2023,1512615.0
Green-D,Kenmore,2020,500870.0
Green-D,Kenmore,2021,432148.0
Green-D,Kenmore,2022,1061208.0
Green-D,Kenmore,2023,1524364.0
Green-D,Kent Street,2021,0.0
Green-D,Kent Street,2022,66025.0
Green-D,Kent Street,2023,174286.0
Green-D,Lechmere,2022,425346.0
Green-D,Lechmere,2023,580516.0
Green-D,Longwood,2020,182533.0
Green-D,Longwood,2021,93880.0
Green-D,Longwood,2022,140010.0
Green-D,Longwood,2023,241315.0
Green-D,Longwood Medical Area,2022,28295.0
Green-D,Longwood Medical Area,2023,18620.0
Green-D,Magoun Square,2022,6586.0
Green-D,Magoun Square,2023,275537.0
Green-D,Medford/Tufts,2022,3293.0
Green-D,Medford/Tufts,2023,134278.0
Green-D,Mission Park,2022,33647.0
Green-D,Mission Park,2023,18620.0
Green-D,Museum of Fine Arts,2022,28295.0
Green-D,Museum of Fine Arts,2023,18620.0
Green-D,Newton Centre,2020,236825.0
Green-D,Newton Centre,2021,139299.0
Green-D,Newton Centre,2022,197231.0
Green-D,Newton Centre,2023,206097.0
Green-D,Newton Highlands,2020,261161.0
Green-D,Newton Highlands,2021,139299.0
Green-D,Newton Highlands,2022,200602.0
Green-D,Newton Highlands,2023,206097.0
Green-D,North Station,2020,157284.0
Green-D,North Station,2021,365010.0
Green-D,North Station,2022,608238.0
Green-D,North Station,2023,873456.0
Green-D,Northeastern University,2022,28295.0
Green-D,Northeastern University,2023,18620.0
Green-D,Packard's Corner,2022,7187.0
Green-D,Packard's Corner,2023,117233.0
Green-D,Park Street,2020,612884.0
Green-D,Park Street,2021,581053.0
Green-D,Park Street,2022,1731628.0
Green-D,Park Street,2023,2161156.0
Green-D,Prudential,2020,11641.0
Green-D,Prudential,2021,74622.0
Green-D,Prudential,2022,78384.0
Green-D,Prudential,2023,119152.0
Green-D,Reservoir,2020,246381.0
Green-D,Reservoir,2021,135522.0
Green-D,Reservoir,2022,215072.0
Green-D,Reservoir,2023,218522.0
Green-D,Riverside,2020,126033.0
Green-D,Riverside,2021,77319.0
Green-D,Riverside,2022,89565.0
Green-D,Riverside,2023,102945.0
Green-D,Riverway,2022,33647.0
Green-D,Riverway,2023,18620.0
Green-D,Saint Mary's Street,2021,0.0
Green-D,Saint Mary's Street,2022,123401.0
Green-D,Saint Mary's Street,2023,164624.0
Green-D,Saint Paul Street,2021,0.0
Green-D,Saint Paul Street,2022,66025.0
Green-D,Saint Paul Street,2023,174286.0
Green-D,Science Park/West End,2020,71958.0
Green-D,Science Park/West End,2022,421290.0
Green-D,Science Park/West End,2023,543716.0
Green-D,South Street,2022,8822.0
Green-D,South Street,2023,117233.0
Green-D,Summit Avenue,2021,0.0
Green-D,Summit Avenue,2022,66025.0
Green-D,Summit Avenue,2023,130569.0
Green-D,Sutherland Road,2022,8822.0
Green-D,Sutherland Road,2023,117233.0
Green-D,Symphony,2020,11641.0
Green-D,Symphony,2021,74622.0
Green-D,Symphony,2022,78384.0
Green-D,Symphony,2023,74598.0
Green-D,Tappan Street,2021,0.0
Green-D,Tappan Street,2022,71377.0
Green-D,Tappan Street,2023,130569.0
Green-D,Union Square,2022,113536.0
Green-D,Union Square,2023,153878.0
Green-D,Waban,2020,254182.0
Green-D,Waban,2021,135983.0
Green-D,Waban,2022,170208.0
Green-D,Waban,2023,204348.0
Green-D,Warren Street,2022,8822.0
Green-D,Warren Street,2023,117233.0
Green-D,Washington Square,2021,0.0
Green-D,Washington Square,2022,71377.0
Green-D,Washington Square,2023,130569.0
Green-D,Washington Street,2022,8822.0
Green-D,Washington Street,2023,117233.0
Green-D,Woodland,2020,239220.0
Green-D,Woodland,2021,134195.0
Green-D,Woodland,2022,170208.0
Green-D,Woodland,2023,204348.0
Green-E,Allston Street,2022,8822.0
Green-E,Allston Street,2023,117233.0
Green-E,Amory Street,2022,7187.0
Green-E,Amory Street,2023,149321.0
Green-E,Arlington,2020,600636.0
Green-E,Arlington,2021,600892.0
Green-E,Arlington,2022,1726448.0
Green-E,Arlington,2023,2277236.0
Green-E,Babcock Street,2022,7187.0
Green-E,Babcock Street,2023,158983.0
Green-E,Back of the Hill,2020,44138.0
Green-E,Back of the Hill,2021,12163.0
Green-E,Back of the Hill,2022,84413.0
Green-E,Back of the Hill,2023,125457.0
Green-E,Ball Square,2022,6586.0
Green-E,Ball Square,2023,361843.0
Green-E,Beaconsfield,2021,1858.0
Green-E,Beaconsfield,2022,36707.0
Green-E,Beaconsfield,2023,167329.0
Green-E,Blandford Street,2022,64563.0
Green-E,Blandford Street,2023,151288.0
Green-E,Boston College,2022,4411.0
Green-E,Boston College,2023,56335.0
Green-E,Boston University Central,2022,7187.0
Green-E,Boston University Central,2023,151288.0
Green-E,Boston University East,2022,7187.0
Green-E,Boston University East,2023,151288.0
Green-E,Boylston,2020,600636.0
Green-E,Boylston,2021,600892.0
Green-E,Boylston,2022,1708572.0
Green-E,Boylston,2023,2272144.0
Green-E,Brandon Hall,2021,0.0
Green-E,Brandon Hall,2022,66025.0
Green-E,Brandon Hall,2023,130569.0
Green-E,Brigham Circle,2020,43088.0
Green-E,Brigham Circle,2021,13054.0
Green-E,Brigham Circle,2022,61207.0
Green-E,Brigham Circle,2023,116887.0
Green-E,Brookline Hills,2021,1858.0
Green-E,Brookline Hills,2022,36707.0
Green-E,Brookline Hills,2023,169296.0
Green-E,Brookline Village,2021,1858.0
Green-E,Brookline Village,2022,36707.0
Green-E,Brookline Village,2023,169296.0
Green-E,Chestnut Hill,2022,26866.0
Green-E,Chestnut Hill,2023,125579.0
Green-E,Chestnut Hill Avenue,2022,8822.0
Green-E,Chestnut Hill Avenue,2023,117233.0
Green-E,Chiswick Road,2022,8822.0
Green-E,Chiswick Road,2023,117233.0
Green-E,Cleveland Circle,2021,0.0
